part,company,country,city,price,date,currency_name,price_amount,currency_symbol,exchange_rate_to_USD,standardized_USD
49520-501,Shufflebeat,Portugal,Porto,725.47€,2016-10-09 05:50:10,EUR,725.47,€,1.114,808.1735800000001
10237-832,Shufflebeat,Portugal,Porto,516.11€,2016-10-09 07:45:45,EUR,516.11,€,1.114,574.94654
58668-4281,Thoughtmix,Portugal,Amadora,874.94€,2016-10-09 08:32:28,EUR,874.94,€,1.114,974.6831600000002
44946-1046,Ntags,Portugal,Lisbon,405.79€,2016-10-09 12:32:33,EUR,405.79,€,1.114,452.0500600000001
49999-737,Zoonder,United States,Boston,$990.9,2016-10-09 12:36:07,USD,990.9,$,1.0,990.9
55566-2100,Thoughtmix,Portugal,Amadora,606.22€,2016-10-09 15:36:59,EUR,606.22,€,1.114,675.3290800000001
0228-2167,Brainsphere,Portugal,Braga,630.64€,2016-10-09 18:09:57,EUR,630.64,€,1.114,702.53296
0228-2167,Zooxo,United Kingdom,London,£1092.2,2016-10-09 18:29:58,GBP,1092.2,£,1.2329419056,1346.61914929632
0699-7041,Twitterbeat,France,Annecy,470.77€,2016-10-09 18:31:56,EUR,470.77,€,1.114,524.43778
58118-5060,Brainsphere,Portugal,Braga,390.89€,2016-10-10 00:00:26,EUR,390.89,€,1.116,436.23324
0268-1128,Zoonder,United States,Boston,$1277.41,2016-10-10 00:19:34,USD,1277.41,$,1.0,1277.41
59779-028,Gabcube,Portugal,Almada,854.44€,2016-10-10 00:37:39,EUR,854.44,€,1.116,953.5550400000002
0228-2167,Roodel,Portugal,Aranhas,1230.59€,2016-10-10 01:21:25,EUR,1230.59,€,1.116,1373.33844
21695-267,Zooxo,United Kingdom,London,£419.9,2016-10-10 01:23:37,GBP,419.9,£,1.2390363051,520.2713445114899
51523-002,Thoughtmix,Portugal,Amadora,611.76€,2016-10-10 04:20:05,EUR,611.76,€,1.116,682.7241600000001
58118-5060,Brainsphere,Portugal,Braga,295.0€,2016-10-10 05:18:40,EUR,295.0,€,1.116,329.22
58596-001,Zooxo,United Kingdom,London,£436.71,2016-10-10 09:02:43,GBP,436.71,£,1.2390363051,541.099544800221
62670-4404,Twitterbeat,France,Annecy,336.86€,2016-10-10 12:34:24,EUR,336.86,€,1.116,375.9357600000001
43419-018,Rhycero,France,Arcueil,236.2€,2016-10-10 16:51:23,EUR,236.2,€,1.116,263.5992
49520-501,Gabcube,Portugal,Almada,871.53€,2016-10-10 17:03:24,EUR,871.53,€,1.116,972.6274800000001
70253-307,Zooxo,United Kingdom,London,£824.96,2016-10-10 18:14:42,GBP,824.96,£,1.2390363051,1022.155390255296
62670-4404,Ntags,Portugal,Lisbon,288.2€,2016-10-10 19:28:20,EUR,288.2,€,1.116,321.63120000000004
21695-931,Roodel,Portugal,Aranhas,652.97€,2016-10-10 19:38:37,EUR,652.97,€,1.116,728.7145200000001
21695-931,Thoughtmix,Portugal,Amadora,196.85€,2016-10-10 20:24:36,EUR,196.85,€,1.116,219.68460000000002
52959-433,Brainsphere,Portugal,Braga,340.36€,2016-10-10 20:36:39,EUR,340.36,€,1.116,379.84176
37205-992,Yozio,Greece,Patras,913.33€,2016-10-10 21:07:55,EUR,913.33,€,1.116,1019.2762800000002
68084-172,Chatterbridge,Spain,Barcelona,521.02€,2016-10-10 21:37:37,EUR,521.02,€,1.116,581.4583200000001
76454-100,Ntags,Portugal,Lisbon,94.82€,2016-10-10 23:59:11,EUR,94.82,€,1.116,105.81912
52125-444,Yozio,Greece,Patras,285.65€,2016-10-11 00:07:52,EUR,285.65,€,1.1079,316.471635
68180-121,Kanoodle,Japan,Niihama,¥90582.12,2016-10-11 01:44:37,CNY,90582.12,¥,0.1488312735,13481.45227592982
68752-024,Flipstorm,Greece,Athens,795.22€,2016-10-11 04:54:22,EUR,795.22,€,1.1079,881.0242380000001
0699-7041,Thoughtmix,Portugal,Amadora,845.47€,2016-10-11 07:29:14,EUR,845.47,€,1.1079,936.6962130000002
60505-2867,Gabcube,Portugal,Almada,131.99€,2016-10-11 08:58:02,EUR,131.99,€,1.1079,146.23172100000002
98132-889,Buzzbean,Germany,Düsseldorf,227.82€,2016-10-11 12:23:09,EUR,227.82,€,1.1079,252.401778
51531-9500,Wordify,United States,New York,$1110.62,2016-10-11 12:58:55,USD,1110.62,$,1.0,1110.62
76454-100,Shufflebeat,Portugal,Porto,117.07€,2016-10-11 16:02:31,EUR,117.07,€,1.1079,129.701853
54868-6311,Brainsphere,Portugal,Braga,651.44€,2016-10-11 16:21:08,EUR,651.44,€,1.1079,721.7303760000001
68462-565,Gabcube,Portugal,Almada,1136.64€,2016-10-11 20:14:00,EUR,1136.64,€,1.1079,1259.2834560000003
52380-1102,Lajo,Greece,Thessaloniki,634.39€,2016-10-11 20:55:04,EUR,634.39,€,1.1079,702.840681
21695-931,Chatterbridge,Spain,Barcelona,533.95€,2016-10-11 22:20:21,EUR,533.95,€,1.1079,591.5632050000002
63629-2733,Chatterbridge,Spain,Barcelona,205.38€,2016-10-11 23:05:52,EUR,205.38,€,1.1079,227.540502
17156-617,Shufflebeat,Portugal,Porto,1311.36€,2016-10-11 23:15:56,EUR,1311.36,€,1.1079,1452.855744
35356-325,Twitterbeat,France,Annecy,698.56€,2016-10-12 00:04:55,EUR,698.56,€,1.102,769.81312
37205-992,Buzzbean,Germany,Düsseldorf,353.31€,2016-10-12 00:26:24,EUR,353.31,€,1.102,389.34762
52125-136,Ntags,Portugal,Lisbon,601.69€,2016-10-12 00:51:26,EUR,601.69,€,1.102,663.0623800000001
10237-832,Shufflebeat,Portugal,Porto,506.21€,2016-10-12 02:38:03,EUR,506.21,€,1.102,557.84342
68752-024,Twitterbeat,France,Annecy,905.73€,2016-10-12 04:12:32,EUR,905.73,€,1.102,998.1144600000001
60505-2867,Twitterbeat,France,Annecy,165.25€,2016-10-12 05:21:54,EUR,165.25,€,1.102,182.1055
70253-307,Zooxo,United Kingdom,London,£835.88,2016-10-12 05:45:59,GBP,835.88,£,1.2245805089,1023.6023557793319
51531-9500,Ntags,Portugal,Lisbon,976.62€,2016-10-12 06:52:57,EUR,976.62,€,1.102,1076.2352400000002
49348-574,Eimbee,France,Amiens,350.71€,2016-10-12 07:30:40,EUR,350.71,€,1.102,386.48242
61398-0828,Shufflebeat,Portugal,Porto,290.31€,2016-10-12 07:36:51,EUR,290.31,€,1.102,319.92162
16477-306,Flipstorm,France,Nanterre,1023.82€,2016-10-12 09:07:26,EUR,1023.82,€,1.102,1128.2496400000002
16477-306,Ntags,Portugal,Lisbon,1005.18€,2016-10-12 11:22:15,EUR,1005.18,€,1.102,1107.70836
68233-011,Buzzbean,Germany,Düsseldorf,531.98€,2016-10-12 12:44:15,EUR,531.98,€,1.102,586.2419600000001
10578-049,Twitterbeat,France,Annecy,1198.73€,2016-10-12 13:47:14,EUR,1198.73,€,1.102,1321.0004600000002
49967-724,Thoughtmix,Portugal,Amadora,562.77€,2016-10-12 14:27:07,EUR,562.77,€,1.102,620.17254
13537-259,Roodel,Portugal,Aranhas,651.87€,2016-10-12 16:54:15,EUR,651.87,€,1.102,718.3607400000001
44946-1046,Riffpath,Greece,Heraklion,410.62€,2016-10-12 23:44:24,EUR,410.62,€,1.102,452.50324000000006
16729-167,Roodel,Portugal,Aranhas,646.23€,2016-10-13 00:15:47,EUR,646.23,€,1.1038,713.308674
13537-468,Wordify,United States,New York,$689.94,2016-10-13 01:09:32,USD,689.94,$,1.0,689.94
68233-011,Zooxo,United Kingdom,London,£282.25,2016-10-13 03:21:05,GBP,282.25,£,1.2206126286,344.51791442235003
50563-113,Wordify,United States,New York,$520.14,2016-10-13 05:09:46,USD,520.14,$,1.0,520.14
51346-126,Buzzbean,Germany,Düsseldorf,137.18€,2016-10-13 06:57:14,EUR,137.18,€,1.1038,151.419284
70253-307,Twitterbeat,France,Annecy,885.94€,2016-10-13 07:39:06,EUR,885.94,€,1.1038,977.900572
16729-167,Buzzbean,Germany,Düsseldorf,416.79€,2016-10-13 09:07:21,EUR,416.79,€,1.1038,460.052802
68084-595,Lajo,Greece,Thessaloniki,190.84€,2016-10-13 09:36:15,EUR,190.84,€,1.1038,210.64919199999997
62742-4030,Buzzbean,Germany,Düsseldorf,558.52€,2016-10-13 09:50:29,EUR,558.52,€,1.1038,616.4943759999999
55856-0003,Chatterbridge,Spain,Barcelona,478.24€,2016-10-13 10:15:27,EUR,478.24,€,1.1038,527.881312
68084-172,Twitterbeat,France,Annecy,563.57€,2016-10-13 10:35:13,EUR,563.57,€,1.1038,622.068566
76454-100,Voomm,France,Paris,149.84€,2016-10-13 11:33:10,EUR,149.84,€,1.1038,165.39339199999998
0185-0373,Twitterbeat,France,Annecy,1023.59€,2016-10-13 11:44:54,EUR,1023.59,€,1.1038,1129.838642
68462-565,Teklist,Netherlands,Arnhem,932.61€,2016-10-13 14:17:43,EUR,932.61,€,1.1038,1029.414918
49738-105,Thoughtmix,Portugal,Amadora,509.79€,2016-10-13 15:24:46,EUR,509.79,€,1.1038,562.706202
54473-578,Chatterbridge,Spain,Barcelona,165.97€,2016-10-13 16:27:39,EUR,165.97,€,1.1038,183.19768599999998
48951-4042,Kanoodle,Japan,Niihama,¥33088.82,2016-10-13 17:11:09,CNY,33088.82,¥,0.1486379122,4918.253121961604
0699-7041,Zooxo,United Kingdom,London,£829.56,2016-10-13 18:46:21,GBP,829.56,£,1.2206126286,1012.571412181416
0268-6107,Thoughtmix,Portugal,Amadora,483.51€,2016-10-13 19:37:01,EUR,483.51,€,1.1038,533.6983379999999
63629-2733,Zooxo,United Kingdom,London,£164.03,2016-10-13 20:02:35,GBP,164.03,£,1.2206126286,200.217089469258
49349-106,Realpoint,Portugal,Lisbon,623.69€,2016-10-13 21:27:04,EUR,623.69,€,1.1038,688.429022
68084-595,Chatterbridge,Spain,Barcelona,217.17€,2016-10-13 22:06:05,EUR,217.17,€,1.1038,239.71224599999996
65044-3014,Thoughtmix,Portugal,Amadora,764.98€,2016-10-14 02:15:23,EUR,764.98,€,1.1002,841.6309960000001
68752-024,Thoughtmix,Portugal,Amadora,813.41€,2016-10-14 05:17:11,EUR,813.41,€,1.1002,894.913682
68233-011,Twitterbeat,France,Annecy,765.69€,2016-10-14 07:31:13,EUR,765.69,€,1.1002,842.4121380000001
62670-4404,Buzzbean,Germany,Düsseldorf,413.25€,2016-10-14 09:29:41,EUR,413.25,€,1.1002,454.65765000000005
0615-7679,Flipstorm,Greece,Athens,317.72€,2016-10-14 13:10:22,EUR,317.72,€,1.1002,349.55554400000005
76454-100,Eimbee,France,Amiens,108.1€,2016-10-14 18:48:12,EUR,108.1,€,1.1002,118.93162
76335-006,Buzzbean,Germany,Düsseldorf,361.29€,2016-10-14 19:09:57,EUR,361.29,€,1.1002,397.4912580000001
16714-295,Ntags,Portugal,Lisbon,560.39€,2016-10-14 19:44:29,EUR,560.39,€,1.1002,616.541078
41163-428,Flipstorm,Greece,Athens,124.24€,2016-10-14 20:09:00,EUR,124.24,€,1.1002,136.688848
0699-7041,Twitterbeat,France,Annecy,610.86€,2016-10-14 20:28:19,EUR,610.86,€,1.1002,672.068172
68752-024,Eimbee,France,Amiens,815.97€,2016-10-14 20:34:21,EUR,815.97,€,1.1002,897.7301940000001
65044-3014,Wordify,United States,New York,$929.32,2016-10-14 21:29:08,USD,929.32,$,1.0,929.32
44946-1046,Buzzbean,Germany,Düsseldorf,425.89€,2016-10-14 23:20:52,EUR,425.89,€,1.1002,468.564178
0268-6107,Zoonder,United States,Boston,$528.6,2016-10-15 04:45:53,USD,528.6,$,1.0,528.6
55700-014,Twitterbeat,France,Annecy,618.16€,2016-10-15 05:51:02,EUR,618.16,€,1.1002,680.099632
51060-032,Thoughtmix,Portugal,Amadora,732.14€,2016-10-15 06:01:20,EUR,732.14,€,1.1002,805.500428
10578-049,Realpoint,Portugal,Lisbon,812.46€,2016-10-15 06:09:23,EUR,812.46,€,1.1002,893.8684920000001
65044-3014,Zooxo,United Kingdom,London,£752.85,2016-10-15 08:21:21,GBP,752.85,£,1.2236681126,921.23853857091
68233-011,Ntags,Portugal,Lisbon,809.17€,2016-10-15 09:12:13,EUR,809.17,€,1.1002,890.248834
68084-172,Chatterbridge,Spain,Barcelona,208.81€,2016-10-15 12:44:15,EUR,208.81,€,1.1002,229.732762
43419-018,Ntags,Portugal,Lisbon,299.91€,2016-10-15 13:02:00,EUR,299.91,€,1.1002,329.96098200000006
44946-1046,Flipstorm,Greece,Athens,417.27€,2016-10-15 13:04:55,EUR,417.27,€,1.1002,459.08045400000003
58118-5060,Thoughtmix,Portugal,Amadora,303.38€,2016-10-15 13:24:09,EUR,303.38,€,1.1002,333.778676
10267-2529,Ntags,Portugal,Lisbon,458.08€,2016-10-15 19:14:55,EUR,458.08,€,1.1002,503.979616
76117-001,Lajo,Greece,Thessaloniki,974.79€,2016-10-15 20:32:29,EUR,974.79,€,1.1002,1072.463958
10578-049,Thoughtmix,Portugal,Amadora,925.99€,2016-10-15 21:29:58,EUR,925.99,€,1.1002,1018.7741980000001
0699-7041,Ntags,Portugal,Lisbon,876.5€,2016-10-15 22:06:24,EUR,876.5,€,1.1002,964.3253000000001
52125-136,Zooxo,United Kingdom,London,£510.16,2016-10-15 22:37:48,GBP,510.16,£,1.2236681126,624.266524324016
68462-565,Zooxo,United Kingdom,London,£971.17,2016-10-15 23:17:53,GBP,971.17,£,1.2236681126,1188.3897609137418
0228-2167,Flipstorm,France,Nanterre,1231.93€,2016-10-15 23:55:11,EUR,1231.93,€,1.1002,1355.369386
58596-001,Chatterbridge,Spain,Barcelona,465.71€,2016-10-16 02:27:47,EUR,465.71,€,1.1002,512.374142
10578-049,Teklist,Netherlands,Arnhem,873.13€,2016-10-16 02:29:09,EUR,873.13,€,1.1002,960.6176260000001
55289-164,Thoughtmix,Portugal,Amadora,384.31€,2016-10-16 03:37:53,EUR,384.31,€,1.1002,422.81786200000005
10578-049,Flipstorm,Greece,Athens,597.73€,2016-10-16 04:58:27,EUR,597.73,€,1.1002,657.622546
50563-113,Shufflebeat,Portugal,Porto,181.62€,2016-10-16 09:17:58,EUR,181.62,€,1.1002,199.81832400000002
54473-578,Shufflebeat,Portugal,Porto,242.27€,2016-10-16 10:22:57,EUR,242.27,€,1.1002,266.545454
52959-433,Buzzbean,Germany,Düsseldorf,328.88€,2016-10-16 12:27:31,EUR,328.88,€,1.1002,361.833776
68462-565,Twitterbeat,France,Annecy,946.88€,2016-10-16 13:47:50,EUR,946.88,€,1.1002,1041.757376
98132-889,Brainsphere,Portugal,Braga,239.11€,2016-10-16 14:19:44,EUR,239.11,€,1.1002,263.068822
16729-167,Twitterbeat,France,Annecy,226.72€,2016-10-16 15:36:34,EUR,226.72,€,1.1002,249.43734400000002
51079-947,Shufflebeat,Portugal,Porto,642.8€,2016-10-16 15:40:47,EUR,642.8,€,1.1002,707.20856
52343-025,Twitterbeat,France,Annecy,950.98€,2016-10-16 16:44:45,EUR,950.98,€,1.1002,1046.268196
62670-4404,Shufflebeat,Portugal,Porto,548.95€,2016-10-16 17:29:16,EUR,548.95,€,1.1002,603.9547900000001
49349-820,Ntags,Portugal,Lisbon,136.27€,2016-10-16 17:51:59,EUR,136.27,€,1.1002,149.92425400000002
98132-889,Twitterbeat,France,Annecy,222.48€,2016-10-16 19:23:36,EUR,222.48,€,1.1002,244.772496
0699-7041,Yozio,Greece,Patras,730.29€,2016-10-16 20:54:10,EUR,730.29,€,1.1002,803.465058
49349-314,Roodel,Portugal,Aranhas,509.11€,2016-10-16 21:36:37,EUR,509.11,€,1.1002,560.122822
52959-433,Twitterbeat,France,Annecy,326.47€,2016-10-17 00:03:35,EUR,326.47,€,1.0994,358.92111800000004
76454-100,Wordify,United States,New York,$143.75,2016-10-17 00:43:23,USD,143.75,$,1.0,143.75
0268-1604,Twitterbeat,France,Annecy,113.87€,2016-10-17 01:25:07,EUR,113.87,€,1.0994,125.188678
0615-7679,Thoughtmix,Portugal,Amadora,450.91€,2016-10-17 01:32:42,EUR,450.91,€,1.0994,495.730454
52380-1102,Yozio,Greece,Patras,240.93€,2016-10-17 03:10:48,EUR,240.93,€,1.0994,264.878442
55700-014,Shufflebeat,Portugal,Porto,635.19€,2016-10-17 04:32:02,EUR,635.19,€,1.0994,698.327886
13537-259,Buzzbean,Germany,Düsseldorf,701.87€,2016-10-17 06:16:00,EUR,701.87,€,1.0994,771.6358779999999
0228-2167,Thoughtmix,Portugal,Amadora,880.1€,2016-10-17 06:17:44,EUR,880.1,€,1.0994,967.5819399999999
98132-889,Shufflebeat,Portugal,Porto,243.73€,2016-10-17 06:36:35,EUR,243.73,€,1.0994,267.95676199999997
51060-032,Eimbee,France,Amiens,934.22€,2016-10-17 06:46:34,EUR,934.22,€,1.0994,1027.0814679999999
55700-014,Twitterbeat,France,Annecy,638.15€,2016-10-17 07:16:55,EUR,638.15,€,1.0994,701.58211
55856-0003,Ntags,Portugal,Lisbon,119.13€,2016-10-17 07:58:53,EUR,119.13,€,1.0994,130.971522
54473-578,Thoughtmix,Portugal,Amadora,193.2€,2016-10-17 08:31:26,EUR,193.2,€,1.0994,212.40407999999996
50458-560,Ntags,Portugal,Lisbon,280.53€,2016-10-17 09:00:12,EUR,280.53,€,1.0994,308.41468199999997
54868-5165,Eimbee,France,Amiens,1720.09€,2016-10-17 11:12:05,EUR,1720.09,€,1.0994,1891.0669459999997
37205-992,Ntags,Portugal,Lisbon,839.16€,2016-10-17 11:51:27,EUR,839.16,€,1.0994,922.5725039999999
0268-1401,Gabcube,Portugal,Almada,839.01€,2016-10-17 13:51:38,EUR,839.01,€,1.0994,922.4075939999999
0603-6134,Thoughtmix,Portugal,Amadora,815.9€,2016-10-17 14:17:01,EUR,815.9,€,1.0994,897.00046
0268-1128,Shufflebeat,Portugal,Porto,1047.38€,2016-10-17 15:22:25,EUR,1047.38,€,1.0994,1151.489572
41163-428,Rhycero,France,Arcueil,134.74€,2016-10-17 15:26:02,EUR,134.74,€,1.0994,148.133156
0603-6134,Buzzbean,Germany,Düsseldorf,810.86€,2016-10-17 18:57:27,EUR,810.86,€,1.0994,891.459484
24286-1562,Brainsphere,Portugal,Braga,403.89€,2016-10-17 20:25:05,EUR,403.89,€,1.0994,444.03666599999997
17156-617,Avaveo,France,Nice,793.35€,2016-10-17 23:45:21,EUR,793.35,€,1.0994,872.20899
54473-578,Thoughtmix,Portugal,Amadora,181.58€,2016-10-18 00:39:04,EUR,181.58,€,1.0993,199.610894
0268-1401,Flipstorm,France,Nanterre,1028.66€,2016-10-18 01:16:32,EUR,1028.66,€,1.0993,1130.805938
35356-325,Ntags,Portugal,Lisbon,547.26€,2016-10-18 02:07:42,EUR,547.26,€,1.0993,601.6029179999999
49349-106,Flipstorm,Greece,Athens,690.93€,2016-10-18 02:23:53,EUR,690.93,€,1.0993,759.5393489999999
16729-167,Thoughtmix,Portugal,Amadora,330.73€,2016-10-18 02:58:03,EUR,330.73,€,1.0993,363.571489
0268-6107,Thoughtmix,Portugal,Amadora,463.86€,2016-10-18 03:37:39,EUR,463.86,€,1.0993,509.921298
49288-0285,Buzzbean,Germany,Düsseldorf,1507.15€,2016-10-18 04:45:16,EUR,1507.15,€,1.0993,1656.809995
51346-145,Chatterbridge,Spain,Barcelona,998.28€,2016-10-18 04:45:28,EUR,998.28,€,1.0993,1097.4092039999998
0268-6107,Buzzbean,Germany,Düsseldorf,494.2€,2016-10-18 04:46:41,EUR,494.2,€,1.0993,543.27406
10237-832,Zoonder,United States,Boston,$603.03,2016-10-18 04:52:08,USD,603.03,$,1.0,603.03
36800-952,Twitterbeat,France,Annecy,231.79€,2016-10-18 06:52:37,EUR,231.79,€,1.0993,254.80674699999997
49738-105,Shufflebeat,Portugal,Porto,552.7€,2016-10-18 08:25:07,EUR,552.7,€,1.0993,607.58311
16590-177,Shufflebeat,Portugal,Porto,1258.68€,2016-10-18 09:13:28,EUR,1258.68,€,1.0993,1383.666924
49967-724,Chatterbridge,Spain,Barcelona,484.82€,2016-10-18 10:40:49,EUR,484.82,€,1.0993,532.962626
50458-560,Wordify,United States,New York,$373.51,2016-10-18 10:42:42,USD,373.51,$,1.0,373.51
68752-024,Zooxo,United Kingdom,London,£744.94,2016-10-18 11:08:57,GBP,744.94,£,1.2273767655,914.3220476915701
16477-306,Yozio,Greece,Patras,986.51€,2016-10-18 13:01:22,EUR,986.51,€,1.0993,1084.470443
36987-1697,Roodel,Portugal,Aranhas,1317.5€,2016-10-18 13:07:19,EUR,1317.5,€,1.0993,1448.32775
49967-724,Chatterbridge,Spain,Barcelona,562.51€,2016-10-18 13:37:29,EUR,562.51,€,1.0993,618.3672429999999
24286-1562,Thoughtmix,Portugal,Amadora,481.64€,2016-10-18 14:06:58,EUR,481.64,€,1.0993,529.4668519999999
21695-267,Zooxo,United Kingdom,London,£400.44,2016-10-18 14:07:41,GBP,400.44,£,1.2273767655,491.49075197682004
44946-1046,Riffpath,Greece,Heraklion,365.72€,2016-10-18 14:12:20,EUR,365.72,€,1.0993,402.035996
10237-832,Twitterbeat,France,Annecy,873.07€,2016-10-18 14:14:40,EUR,873.07,€,1.0993,959.765851
68462-565,Twitterbeat,France,Annecy,1105.63€,2016-10-18 14:54:21,EUR,1105.63,€,1.0993,1215.419059
0603-6134,Shufflebeat,Portugal,Porto,817.39€,2016-10-18 16:20:29,EUR,817.39,€,1.0993,898.5568269999999
0615-7679,Ntags,Portugal,Lisbon,283.01€,2016-10-18 16:22:39,EUR,283.01,€,1.0993,311.112893
37205-951,Thoughtmix,Portugal,Amadora,223.86€,2016-10-18 16:56:09,EUR,223.86,€,1.0993,246.089298
76117-001,Riffpath,Greece,Heraklion,1113.55€,2016-10-18 17:27:25,EUR,1113.55,€,1.0993,1224.125515
67544-356,Thoughtmix,Portugal,Amadora,1062.43€,2016-10-18 19:18:42,EUR,1062.43,€,1.0993,1167.929299
24286-1562,Gabcube,Portugal,Almada,397.15€,2016-10-18 19:26:36,EUR,397.15,€,1.0993,436.58699499999994
54473-578,Wordify,United States,New York,$217.27,2016-10-18 19:39:27,USD,217.27,$,1.0,217.27
37205-992,Shufflebeat,Portugal,Porto,574.75€,2016-10-18 19:44:44,EUR,574.75,€,1.0993,631.822675
98132-889,Zoonder,United States,Boston,$291.67,2016-10-18 21:02:12,USD,291.67,$,1.0,291.67
51079-947,Chatterbridge,Spain,Barcelona,755.14€,2016-10-18 23:15:59,EUR,755.14,€,1.0993,830.1254019999999
37205-992,Eimbee,France,Amiens,680.98€,2016-10-18 23:21:15,EUR,680.98,€,1.0993,748.601314
62670-4404,Twitterbeat,France,Annecy,558.76€,2016-10-18 23:26:08,EUR,558.76,€,1.0993,614.244868
70253-307,Brainsphere,Portugal,Braga,1022.14€,2016-10-19 01:17:19,EUR,1022.14,€,1.0979,1122.2075060000002
58596-001,Ntags,Portugal,Lisbon,454.7€,2016-10-19 01:18:00,EUR,454.7,€,1.0979,499.21513000000004
24385-268,Voomm,France,Paris,205.82€,2016-10-19 03:24:18,EUR,205.82,€,1.0979,225.96977800000002
52125-444,Wordify,United States,New York,$306.28,2016-10-19 04:27:20,USD,306.28,$,1.0,306.28
49288-0285,Ntags,Portugal,Lisbon,631.58€,2016-10-19 07:35:54,EUR,631.58,€,1.0979,693.4116820000002
50563-113,Shufflebeat,Portugal,Porto,1118.18€,2016-10-19 08:03:33,EUR,1118.18,€,1.0979,1227.649822
67046-030,Chatterbridge,Spain,Barcelona,142.13€,2016-10-19 08:34:28,EUR,142.13,€,1.0979,156.04452700000002
0603-6134,Shufflebeat,Portugal,Porto,731.28€,2016-10-19 08:42:13,EUR,731.28,€,1.0979,802.8723120000001
61398-0828,Teklist,Netherlands,Arnhem,179.36€,2016-10-19 09:14:26,EUR,179.36,€,1.0979,196.91934400000002
50563-113,Buzzbean,Germany,Düsseldorf,812.02€,2016-10-19 10:49:10,EUR,812.02,€,1.0979,891.5167580000001
48951-4042,Chatterbridge,Spain,Barcelona,220.68€,2016-10-19 12:12:35,EUR,220.68,€,1.0979,242.28457200000003
10267-2529,Buzzbean,Germany,Düsseldorf,362.64€,2016-10-19 17:38:10,EUR,362.64,€,1.0979,398.14245600000004
10267-2529,Roodel,Portugal,Aranhas,517.51€,2016-10-19 18:24:32,EUR,517.51,€,1.0979,568.1742290000001
54868-0823,Chatterbridge,Spain,Barcelona,147.75€,2016-10-19 18:59:44,EUR,147.75,€,1.0979,162.21472500000002
16714-295,Ntags,Portugal,Lisbon,789.81€,2016-10-19 20:30:16,EUR,789.81,€,1.0979,867.132399
16729-167,Chatterbridge,Spain,Barcelona,379.92€,2016-10-19 21:43:05,EUR,379.92,€,1.0979,417.11416800000006
62756-707,Yozio,Greece,Patras,319.08€,2016-10-19 21:57:13,EUR,319.08,€,1.0979,350.31793200000004
68462-565,Buzzbean,Germany,Düsseldorf,635.97€,2016-10-19 22:29:43,EUR,635.97,€,1.0979,698.2314630000001
49349-820,Ntags,Portugal,Lisbon,592.69€,2016-10-20 00:16:37,EUR,592.69,€,1.098,650.7736200000002
0268-6107,Avaveo,France,Nice,504.31€,2016-10-20 02:14:52,EUR,504.31,€,1.098,553.73238
60505-2867,Twitterbeat,France,Annecy,148.13€,2016-10-20 04:33:26,EUR,148.13,€,1.098,162.64674
36800-952,Zooxo,United Kingdom,London,£195.81,2016-10-20 09:17:40,GBP,195.81,£,1.2258842444,240.040393895964
50458-560,Thoughtmix,Portugal,Amadora,921.0€,2016-10-20 12:08:08,EUR,921.0,€,1.098,1011.258
0699-7041,Twitterbeat,France,Annecy,483.2€,2016-10-20 12:57:19,EUR,483.2,€,1.098,530.5536000000001
54092-515,Brainsphere,Portugal,Braga,767.96€,2016-10-20 13:37:50,EUR,767.96,€,1.098,843.22008
24385-268,Zooxo,United Kingdom,London,£236.47,2016-10-20 14:27:40,GBP,236.47,£,1.2258842444,289.884847273268
54868-6311,Twitterbeat,France,Annecy,547.03€,2016-10-20 15:12:33,EUR,547.03,€,1.098,600.63894
24385-268,Shufflebeat,Portugal,Porto,125.38€,2016-10-20 16:59:49,EUR,125.38,€,1.098,137.66724
49520-501,Yozio,Greece,Patras,766.12€,2016-10-20 18:30:07,EUR,766.12,€,1.098,841.1997600000001
49349-820,Realpoint,Portugal,Lisbon,473.13€,2016-10-20 22:08:48,EUR,473.13,€,1.098,519.49674
68084-172,Thoughtmix,Portugal,Amadora,819.8€,2016-10-21 01:21:30,EUR,819.8,€,1.0886,892.43428
55566-2100,Zooxo,United Kingdom,London,£729.98,2016-10-21 02:48:25,GBP,729.98,£,1.2187639946,889.673340778108
61398-0828,Gabcube,Portugal,Almada,570.95€,2016-10-21 03:33:32,EUR,570.95,€,1.0886,621.5361700000001
16729-167,Teklist,Netherlands,Arnhem,545.85€,2016-10-21 09:37:28,EUR,545.85,€,1.0886,594.21231
52380-1102,Wordify,United States,New York,$433.42,2016-10-21 11:00:59,USD,433.42,$,1.0,433.42
13537-259,Buzzbean,Germany,Düsseldorf,777.5€,2016-10-21 13:14:16,EUR,777.5,€,1.0886,846.3865
17156-617,Buzzbean,Germany,Düsseldorf,1398.38€,2016-10-21 13:22:54,EUR,1398.38,€,1.0886,1522.276468
76314-002,Flipstorm,Greece,Athens,447.59€,2016-10-21 13:31:14,EUR,447.59,€,1.0886,487.246474
58596-001,Thoughtmix,Portugal,Amadora,448.97€,2016-10-21 16:42:55,EUR,448.97,€,1.0886,488.74874200000005
24286-1562,Wordify,United States,New York,$457.41,2016-10-21 16:45:38,USD,457.41,$,1.0,457.41
65044-3014,Ntags,Portugal,Lisbon,791.84€,2016-10-21 17:23:16,EUR,791.84,€,1.0886,861.997024
36987-1697,Ntags,Portugal,Lisbon,660.5€,2016-10-21 17:38:57,EUR,660.5,€,1.0886,719.0203
